2025-10-24 23:38:45 | helios | INFO | <module>:39 | 🚀 Starting Helios initialization...
2025-10-25 22:29:05 | helios | INFO | <module>:78 | ✅ Vector store loaded
2025-10-25 22:29:05 | helios | INFO | <module>:80 | Initializing LLM...
2025-10-25 22:29:05 | helios | INFO | <module>:82 | ✅ LLM initialized
2025-10-25 22:29:05 | helios | INFO | <module>:90 | Setting up self-query retriever...
2025-10-25 22:29:05 | helios | INFO | <module>:113 | ✅ Self-query retriever configured
2025-10-25 22:29:05 | helios | INFO | <module>:121 | Building RAG chain...
2025-10-25 22:29:05 | helios | INFO | <module>:139 | ✅ RAG chain built successfully
2025-10-25 22:29:05 | helios | INFO | <module>:145 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 22:29:05 | helios | INFO | startup_event:314 | 🌟 Helios V2 API server started successfully
2025-10-25 22:29:05 | helios | INFO | startup_event:315 | 📊 72 materials loaded and ready
2025-10-25 22:29:05 | helios | INFO | startup_event:316 | 🔧 Environment: development
2025-10-25 22:33:03 | helios | INFO | shutdown_event:321 | 🛑 Helios V2 API server shutting down
2025-10-25 22:35:29 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 (Hybrid Retrieval) initialization...
2025-10-25 22:35:29 | helios | INFO | <module>:42 | Environment: development
2025-10-25 22:35:29 | helios | INFO | <module>:48 | ✅ OpenAI API key loaded from environment
2025-10-25 22:35:29 | helios | INFO | <module>:51 | ✅ LangSmith tracing enabled
2025-10-25 22:35:29 | helios | INFO | <module>:58 | ✅ Loaded unified materials database: 72 materials
2025-10-25 22:35:29 | helios | INFO | <module>:65 | Loading embedding model...
2025-10-25 22:35:34 | helios | INFO | <module>:67 | ✅ Embedding model loaded
2025-10-25 22:35:34 | helios | INFO | <module>:69 | Loading vector store from db/...
2025-10-25 22:35:35 | helios | INFO | <module>:71 | ✅ Vector store loaded
2025-10-25 22:35:35 | helios | INFO | <module>:73 | Initializing LLM...
2025-10-25 22:35:35 | helios | INFO | <module>:75 | ✅ LLM initialized
2025-10-25 22:35:35 | helios | INFO | <module>:83 | 🔧 Setting up Hybrid Retrieval System...
2025-10-25 22:35:35 | helios | INFO | <module>:86 |    Loading documents for BM25 indexing...
2025-10-25 22:35:35 | helios | INFO | <module>:88 |    ✓ Loaded 72 documents
2025-10-25 22:35:35 | helios | INFO | __init__:42 | 🔧 Initializing Hybrid Retriever...
2025-10-25 22:35:35 | helios | INFO | __init__:44 | ✅ Hybrid Retriever ready
2025-10-25 22:35:35 | helios | INFO | <module>:92 | ✅ Hybrid Retrieval System ready
2025-10-25 22:35:35 | helios | INFO | <module>:100 | Building RAG chain with hybrid retrieval...
2025-10-25 22:35:35 | helios | INFO | <module>:118 | ✅ RAG chain built successfully
2025-10-25 22:35:35 | helios | INFO | <module>:124 | 🎉 Helios V2 (Hybrid) Initialized. The Agent is online and ready.
2025-10-25 22:35:35 | helios | INFO | startup_event:316 | 🌟 Helios V2 (Hybrid Retrieval) API server started
2025-10-25 22:35:35 | helios | INFO | startup_event:317 | 📊 72 materials loaded
2025-10-25 22:35:35 | helios | INFO | startup_event:318 | 🔧 Hybrid retrieval active (semantic + BM25)
2025-10-25 22:35:49 | helios | INFO | compare_retrieval_methods:219 | 📊 Comparison request for: 'lightweight metal'
2025-10-25 22:35:49 | helios | INFO | compare_methods:116 | 📊 Comparing retrieval methods for: 'lightweight metal'
2025-10-25 22:35:50 | helios | INFO | compare_methods:129 |   Semantic: ['Tool Steel D2', 'Lead', 'Bronze (Phosphor Bronze)', 'Carbon Steel 4140', 'Magnesium AZ31B']
2025-10-25 22:35:50 | helios | INFO | compare_methods:130 |   Keyword:  ['Carbon Fiber Composite (Epoxy)', 'Tantalum', 'Niobium', 'Molybdenum', 'Platinum']
2025-10-25 22:35:50 | helios | INFO | compare_methods:131 |   Hybrid:   ['Tool Steel D2', 'Lead', 'Bronze (Phosphor Bronze)', 'Carbon Steel 4140', 'Magnesium AZ31B']
2025-10-26 00:54:59 | helios | INFO | shutdown_event:322 | 🛑 Helios V2 shutting down
2025-10-26 12:56:36 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 (Hybrid Retrieval) initialization...
2025-10-26 12:56:36 | helios | INFO | <module>:42 | Environment: development
2025-10-26 12:56:36 | helios | INFO | <module>:48 | ✅ OpenAI API key loaded from environment
2025-10-26 12:56:36 | helios | INFO | <module>:51 | ✅ LangSmith tracing enabled
2025-10-26 12:56:36 | helios | INFO | <module>:58 | ✅ Loaded unified materials database: 72 materials
2025-10-26 12:56:36 | helios | INFO | <module>:65 | Loading embedding model...
2025-10-26 12:56:41 | helios | INFO | <module>:67 | ✅ Embedding model loaded
2025-10-26 12:56:41 | helios | INFO | <module>:69 | Loading vector store from db/...
2025-10-26 12:56:42 | helios | INFO | <module>:71 | ✅ Vector store loaded
2025-10-26 12:56:42 | helios | INFO | <module>:73 | Initializing LLM...
2025-10-26 12:56:42 | helios | INFO | <module>:75 | ✅ LLM initialized
2025-10-26 12:56:42 | helios | INFO | <module>:83 | 🔧 Setting up Hybrid Retrieval System...
2025-10-26 12:56:42 | helios | INFO | <module>:86 |    Loading documents for BM25 indexing...
2025-10-26 12:56:42 | helios | INFO | <module>:88 |    ✓ Loaded 72 documents
2025-10-26 12:56:42 | helios | INFO | __init__:42 | 🔧 Initializing Hybrid Retriever...
2025-10-26 12:56:42 | helios | INFO | __init__:44 | ✅ Hybrid Retriever ready
2025-10-26 12:56:42 | helios | INFO | <module>:92 | ✅ Hybrid Retrieval System ready
2025-10-26 12:56:42 | helios | INFO | <module>:100 | Building RAG chain with hybrid retrieval...
2025-10-26 12:56:42 | helios | INFO | <module>:118 | ✅ RAG chain built successfully
2025-10-26 12:56:42 | helios | INFO | <module>:124 | 🎉 Helios V2 (Hybrid) Initialized. The Agent is online and ready.
2025-10-26 12:56:42 | helios | INFO | startup_event:316 | 🌟 Helios V2 (Hybrid Retrieval) API server started
2025-10-26 12:56:42 | helios | INFO | startup_event:317 | 📊 72 materials loaded
2025-10-26 12:56:42 | helios | INFO | startup_event:318 | 🔧 Hybrid retrieval active (semantic + BM25)
2025-10-26 12:59:53 | helios | INFO | query_agent:145 | 📥 New query: 'i want to make a bulb, what materials should i use...' [Method: Hybrid]
2025-10-26 12:59:59 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: SUCCESS | Response Time: 5.62s | Sources: 5 | Query: 'i want to make a bulb, what materials should i use...'
2025-10-26 12:59:59 | helios | INFO | query_agent:193 | ✅ Query completed in 5.62s using hybrid
2025-10-26 14:08:59 | helios | INFO | shutdown_event:322 | 🛑 Helios V2 shutting down
2025-10-26 19:07:56 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 (Hybrid Retrieval) initialization...
2025-10-26 19:07:56 | helios | INFO | <module>:42 | Environment: development
2025-10-26 19:07:56 | helios | INFO | <module>:48 | ✅ OpenAI API key loaded from environment
2025-10-26 19:07:56 | helios | INFO | <module>:51 | ✅ LangSmith tracing enabled
2025-10-26 19:07:56 | helios | INFO | <module>:58 | ✅ Loaded unified materials database: 72 materials
2025-10-26 19:07:56 | helios | INFO | <module>:65 | Loading embedding model...
2025-10-26 19:08:01 | helios | INFO | <module>:67 | ✅ Embedding model loaded
2025-10-26 19:08:01 | helios | INFO | <module>:69 | Loading vector store from db/...
2025-10-26 19:08:01 | helios | INFO | <module>:71 | ✅ Vector store loaded
2025-10-26 19:08:01 | helios | INFO | <module>:73 | Initializing LLM...
2025-10-26 19:08:01 | helios | INFO | <module>:75 | ✅ LLM initialized
2025-10-26 19:08:01 | helios | INFO | <module>:83 | 🔧 Setting up Hybrid Retrieval System...
2025-10-26 19:08:01 | helios | INFO | <module>:86 |    Loading documents for BM25 indexing...
2025-10-26 19:08:01 | helios | INFO | <module>:88 |    ✓ Loaded 72 documents
2025-10-26 19:08:01 | helios | INFO | __init__:42 | 🔧 Initializing Hybrid Retriever...
2025-10-26 19:08:01 | helios | INFO | __init__:44 | ✅ Hybrid Retriever ready
2025-10-26 19:08:01 | helios | INFO | <module>:92 | ✅ Hybrid Retrieval System ready
2025-10-26 19:08:01 | helios | INFO | <module>:100 | Building RAG chain with hybrid retrieval...
2025-10-26 19:08:01 | helios | INFO | <module>:118 | ✅ RAG chain built successfully
2025-10-26 19:08:01 | helios | INFO | <module>:124 | 🎉 Helios V2 (Hybrid) Initialized. The Agent is online and ready.
2025-10-26 19:08:01 | helios | INFO | startup_event:316 | 🌟 Helios V2 (Hybrid Retrieval) API server started
2025-10-26 19:08:01 | helios | INFO | startup_event:317 | 📊 72 materials loaded
2025-10-26 19:08:01 | helios | INFO | startup_event:318 | 🔧 Hybrid retrieval active (semantic + BM25)
2025-10-26 19:08:53 | helios | INFO | query_agent:145 | 📥 New query: 'materials with yield strength over 800 MPa...' [Method: Hybrid]
2025-10-26 19:08:54 | helios | ERROR | query_agent:204 | ❌ Query failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
Traceback (most recent call last):
  File "/Users/sam/Desktop/hELIOS/main.py", line 165, in query_agent
    answer_result = question_answer_chain.invoke({
        "input": query_text,
        "context": retrieved_docs,
        "chat_history": langchain_chat_history
    })
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 5441, in invoke
    return self.bound.invoke(
           ~~~~~~~~~~~~~~~~~^
        input,
        ^^^^^^
        self._merge_configs(config),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        **{**self.kwargs, **kwargs},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 3049, in invoke
    input_ = context.run(step.invoke, input_, config)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 383, in invoke
    self.generate_prompt(
    ~~~~~~~~~~~~~~~~~~~~^
        [self._convert_input(input)],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<6 lines>...
        **kwargs,
        ^^^^^^^^^
    ).generations[0][0],
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1006, in generate_prompt
    return self.generate(prompt_messages, stop=stop, callbacks=callbacks, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 825, in generate
    self._generate_with_cache(
    ~~~~~~~~~~~~~~~~~~~~~~~~~^
        m,
        ^^
    ...<2 lines>...
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1072, in _generate_with_cache
    result = self._generate(
        messages, stop=stop, run_manager=run_manager, **kwargs
    )
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_openai/chat_models/base.py", line 1177, in _generate
    response = self.client.create(**payload)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_utils/_utils.py", line 287, in wrapper
    return func(*args, **kwargs)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/resources/chat/completions/completions.py", line 1150, in create
    return self._post(
           ~~~~~~~~~~^
        "/chat/completions",
        ^^^^^^^^^^^^^^^^^^^^
    ...<46 lines>...
        stream_cls=Stream[ChatCompletionChunk],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1259, in post
    return cast(ResponseT, self.request(cast_to, opts, stream=stream, stream_cls=stream_cls))
                           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1047, in request
    raise self._make_status_error_from_response(err.response) from None
openai.AuthenticationError: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-10-26 19:08:54 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: FAILED | Response Time: 0.76s | Sources: 0 | Query: 'materials with yield strength over 800 MPa...'
2025-10-26 19:08:54 | helios | INFO | query_agent:145 | 📥 New query: 'materials with density less than 2 g/cc...' [Method: Hybrid]
2025-10-26 19:08:54 | helios | ERROR | query_agent:204 | ❌ Query failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
Traceback (most recent call last):
  File "/Users/sam/Desktop/hELIOS/main.py", line 165, in query_agent
    answer_result = question_answer_chain.invoke({
        "input": query_text,
        "context": retrieved_docs,
        "chat_history": langchain_chat_history
    })
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 5441, in invoke
    return self.bound.invoke(
           ~~~~~~~~~~~~~~~~~^
        input,
        ^^^^^^
        self._merge_configs(config),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        **{**self.kwargs, **kwargs},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 3049, in invoke
    input_ = context.run(step.invoke, input_, config)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 383, in invoke
    self.generate_prompt(
    ~~~~~~~~~~~~~~~~~~~~^
        [self._convert_input(input)],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<6 lines>...
        **kwargs,
        ^^^^^^^^^
    ).generations[0][0],
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1006, in generate_prompt
    return self.generate(prompt_messages, stop=stop, callbacks=callbacks, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 825, in generate
    self._generate_with_cache(
    ~~~~~~~~~~~~~~~~~~~~~~~~~^
        m,
        ^^
    ...<2 lines>...
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1072, in _generate_with_cache
    result = self._generate(
        messages, stop=stop, run_manager=run_manager, **kwargs
    )
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_openai/chat_models/base.py", line 1177, in _generate
    response = self.client.create(**payload)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_utils/_utils.py", line 287, in wrapper
    return func(*args, **kwargs)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/resources/chat/completions/completions.py", line 1150, in create
    return self._post(
           ~~~~~~~~~~^
        "/chat/completions",
        ^^^^^^^^^^^^^^^^^^^^
    ...<46 lines>...
        stream_cls=Stream[ChatCompletionChunk],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1259, in post
    return cast(ResponseT, self.request(cast_to, opts, stream=stream, stream_cls=stream_cls))
                           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1047, in request
    raise self._make_status_error_from_response(err.response) from None
openai.AuthenticationError: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-10-26 19:08:54 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: FAILED | Response Time: 0.42s | Sources: 0 | Query: 'materials with density less than 2 g/cc...'
2025-10-26 19:08:54 | helios | INFO | query_agent:145 | 📥 New query: 'materials under $5 per kg...' [Method: Hybrid]
2025-10-26 19:08:54 | helios | ERROR | query_agent:204 | ❌ Query failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
Traceback (most recent call last):
  File "/Users/sam/Desktop/hELIOS/main.py", line 165, in query_agent
    answer_result = question_answer_chain.invoke({
        "input": query_text,
        "context": retrieved_docs,
        "chat_history": langchain_chat_history
    })
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 5441, in invoke
    return self.bound.invoke(
           ~~~~~~~~~~~~~~~~~^
        input,
        ^^^^^^
        self._merge_configs(config),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        **{**self.kwargs, **kwargs},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 3049, in invoke
    input_ = context.run(step.invoke, input_, config)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 383, in invoke
    self.generate_prompt(
    ~~~~~~~~~~~~~~~~~~~~^
        [self._convert_input(input)],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<6 lines>...
        **kwargs,
        ^^^^^^^^^
    ).generations[0][0],
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1006, in generate_prompt
    return self.generate(prompt_messages, stop=stop, callbacks=callbacks, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 825, in generate
    self._generate_with_cache(
    ~~~~~~~~~~~~~~~~~~~~~~~~~^
        m,
        ^^
    ...<2 lines>...
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1072, in _generate_with_cache
    result = self._generate(
        messages, stop=stop, run_manager=run_manager, **kwargs
    )
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_openai/chat_models/base.py", line 1177, in _generate
    response = self.client.create(**payload)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_utils/_utils.py", line 287, in wrapper
    return func(*args, **kwargs)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/resources/chat/completions/completions.py", line 1150, in create
    return self._post(
           ~~~~~~~~~~^
        "/chat/completions",
        ^^^^^^^^^^^^^^^^^^^^
    ...<46 lines>...
        stream_cls=Stream[ChatCompletionChunk],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1259, in post
    return cast(ResponseT, self.request(cast_to, opts, stream=stream, stream_cls=stream_cls))
                           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1047, in request
    raise self._make_status_error_from_response(err.response) from None
openai.AuthenticationError: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-10-26 19:08:54 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: FAILED | Response Time: 0.19s | Sources: 0 | Query: 'materials under $5 per kg...'
2025-10-26 19:08:54 | helios | INFO | query_agent:145 | 📥 New query: 'lightweight corrosion resistant metal...' [Method: Hybrid]
2025-10-26 19:08:54 | helios | ERROR | query_agent:204 | ❌ Query failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
Traceback (most recent call last):
  File "/Users/sam/Desktop/hELIOS/main.py", line 165, in query_agent
    answer_result = question_answer_chain.invoke({
        "input": query_text,
        "context": retrieved_docs,
        "chat_history": langchain_chat_history
    })
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 5441, in invoke
    return self.bound.invoke(
           ~~~~~~~~~~~~~~~~~^
        input,
        ^^^^^^
        self._merge_configs(config),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        **{**self.kwargs, **kwargs},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 3049, in invoke
    input_ = context.run(step.invoke, input_, config)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 383, in invoke
    self.generate_prompt(
    ~~~~~~~~~~~~~~~~~~~~^
        [self._convert_input(input)],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<6 lines>...
        **kwargs,
        ^^^^^^^^^
    ).generations[0][0],
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1006, in generate_prompt
    return self.generate(prompt_messages, stop=stop, callbacks=callbacks, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 825, in generate
    self._generate_with_cache(
    ~~~~~~~~~~~~~~~~~~~~~~~~~^
        m,
        ^^
    ...<2 lines>...
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1072, in _generate_with_cache
    result = self._generate(
        messages, stop=stop, run_manager=run_manager, **kwargs
    )
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_openai/chat_models/base.py", line 1177, in _generate
    response = self.client.create(**payload)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_utils/_utils.py", line 287, in wrapper
    return func(*args, **kwargs)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/resources/chat/completions/completions.py", line 1150, in create
    return self._post(
           ~~~~~~~~~~^
        "/chat/completions",
        ^^^^^^^^^^^^^^^^^^^^
    ...<46 lines>...
        stream_cls=Stream[ChatCompletionChunk],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1259, in post
    return cast(ResponseT, self.request(cast_to, opts, stream=stream, stream_cls=stream_cls))
                           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_base_client.py", line 1047, in request
    raise self._make_status_error_from_response(err.response) from None
openai.AuthenticationError: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-10-26 19:08:54 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: FAILED | Response Time: 0.17s | Sources: 0 | Query: 'lightweight corrosion resistant metal...'
2025-10-26 19:08:54 | helios | INFO | query_agent:145 | 📥 New query: 'high temperature resistant materials...' [Method: Hybrid]
2025-10-26 19:08:55 | helios | ERROR | query_agent:204 | ❌ Query failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************UJgA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
Traceback (most recent call last):
  File "/Users/sam/Desktop/hELIOS/main.py", line 165, in query_agent
    answer_result = question_answer_chain.invoke({
        "input": query_text,
        "context": retrieved_docs,
        "chat_history": langchain_chat_history
    })
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 5441, in invoke
    return self.bound.invoke(
           ~~~~~~~~~~~~~~~~~^
        input,
        ^^^^^^
        self._merge_configs(config),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        **{**self.kwargs, **kwargs},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/runnables/base.py", line 3049, in invoke
    input_ = context.run(step.invoke, input_, config)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 383, in invoke
    self.generate_prompt(
    ~~~~~~~~~~~~~~~~~~~~^
        [self._convert_input(input)],
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<6 lines>...
        **kwargs,
        ^^^^^^^^^
    ).generations[0][0],
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1006, in generate_prompt
    return self.generate(prompt_messages, stop=stop, callbacks=callbacks, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 825, in generate
    self._generate_with_cache(
    ~~~~~~~~~~~~~~~~~~~~~~~~~^
        m,
        ^^
    ...<2 lines>...
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_core/language_models/chat_models.py", line 1072, in _generate_with_cache
    result = self._generate(
        messages, stop=stop, run_manager=run_manager, **kwargs
    )
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/langchain_openai/chat_models/base.py", line 1177, in _generate
    response = self.client.create(**payload)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/_utils/_utils.py", line 287, in wrapper
    return func(*args, **kwargs)
  File "/Users/sam/Desktop/hELIOS/venv/lib/python3.13/site-packages/openai/resources/chat/completions/completions.py", line 1150, in create
    return self._post(
